OBJECTID,STRKAFS,NAVN,FORKORTELSE,FRA_KM,TIL_KM,KM,BANEKLASSE,BEMAERKNING,BTRTYPE,CENTER_UTM_X,CENTER_UTM_Y,HVDSTRK,HVDSTRK_NAVN,HVDSTRK_FORK,DELSTRK_NAVN,DELSTRK_FORK,DELSTRK,BANENR,BANENR_NAVN,BANENR_FORK,KPMSTRK,RELEASE,RELEASEDATO,STRKAFS_PARENT,TIB,SOURCEOBJECTID,BTRTYPETEKST,BANEKLASSETEKST,CENTER_GPS_X,CENTER_GPS_Y,GLOBALID,Shape__Area,Shape__Length
367596,242142,Hadsten - Langå,Ha-Lg,141.6,153.8,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Aarhus H - Langå,Ar-Lg,242000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,1024,33158,Fri Bane,Hovedbane,,,7452bbdb-7c9e-4784-a115-d6375c4a19c5,515579.971679688,24880.0895626915
367597,243000,Langå,Lg,153.8,154.8,154.3,2,,2,555356.78952014,6249503.99212133,24,Aarhus H - Aalborg,Ar-Ab,Langå,Lg,243000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,"1024,1032",33137,Station,Hovedbane,9.89657775,56.38691271,323ff57b-86f8-42cd-ba15-d3f37a5e9b91,111055.291748047,3255.27360281206
367598,236093,Hørning,Hx,93,94.8,94.234,2,,2,564587.18264621,6215707.52517332,23,Fredericia - Aarhus H,Fa-Ar,Skanderborg - Aarhus H,Sd-Ar,236000,23b,(Vejle) - Aarhus H,Vj-Ar,23,,6/17/2026 8:54:23 AM,,1023,38058,Station,Hovedbane,10.03780882,56.0821444,0cfcf207-479b-4828-aa35-e6a865a620a0,71786.2849121094,3780.07478417806
367599,236096,Hørning - Aarhus H,Hx-Ar,94.8,105.4,,2,,1,,,23,Fredericia - Aarhus H,Fa-Ar,Skanderborg - Aarhus H,Sd-Ar,236000,23b,(Vejle) - Aarhus H,Vj-Ar,23,,6/17/2026 8:54:23 AM,,1023,38061,Fri Bane,Hovedbane,,,8d2af091-2394-4c73-b742-3ac1387ffaf9,403572.874267578,22543.4412680884
367600,236103,Viby Jylland,Vi,103.665,103.757,103.744,2,,4,572087.28582561,6220251.78383916,23,Fredericia - Aarhus H,Fa-Ar,Skanderborg - Aarhus H,Sd-Ar,236000,23b,(Vejle) - Aarhus H,Vj-Ar,23,,6/17/2026 8:54:23 AM,236096,1023,2534,Trinbræt,Hovedbane,10.15952314,56.12189366,8b6909bb-d537-4e26-a862-eda6492f2949,2373.54125976563,234.676776741686
367601,236799,Hasselager,Hc,97.802,99.654,,2,Til brug for DSB Greenspeed,6,568428.3147,6217974.9965,23,Fredericia - Aarhus H,Fa-Ar,Skanderborg - Aarhus H,Sd-Ar,236000,23b,(Vejle) - Aarhus H,Vj-Ar,23,,6/17/2026 8:54:23 AM,236096,1023,38102,Sidespor med dækningssignal,Hovedbane,10.10009752,56.10197931,2cb8dddc-dded-4a5c-ae4f-e40783d17109,80151.1955566406,3908.91850342406
367602,237000,Aarhus H,Ar,105.4,111.8,108.478,2,,2,574848.47650973,6223444.47417629,23,Fredericia - Aarhus H,Fa-Ar,Aarhus H,Ar,237000,23b,(Vejle) - Aarhus H,Vj-Ar,23,,6/17/2026 8:54:23 AM,,"36,37,1023,1024",38062,Station,Hovedbane,10.20482261,56.15014805,af8efe42-6562-41f3-8d1a-26029bcfdb92,935720.233154297,35429.7093289144
367603,242112,Aarhus H - Brabrand,Ar-Br,111.8,114.2,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Aarhus H - Langå,Ar-Lg,242000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,1024,38065,Fri Bane,Hovedbane,,,2869c7d4-232d-4eeb-8707-cebf49ed1067,62209.8896484375,4864.91861819925
367604,242115,Brabrand,Br,114.2,115.8,115.185,2,,3,568599.47033472,6223805.84390822,24,Aarhus H - Aalborg,Ar-Ab,Aarhus H - Langå,Ar-Lg,242000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,1024,33157,Teknisk Station,Hovedbane,10.10434859,56.15433379,f039f6b8-0ac7-4659-8902-dcceb36756ac,53522.0634765625,3363.93999681455
367605,242116,Brabrand - Aarhus Logistikparken,Br-Arl,115.8,116.4,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Aarhus H - Langå,Ar-Lg,242000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,1024,33167,Fri Bane,Hovedbane,,,8676b08d-a7bd-44c0-a219-c4dce8ddc59c,22240.7524414063,1278.79942252407
367606,242117,Aarhus Logistikparken,Arl,116.4,117.2,116.8,2,,3,567229.68776383,6224443.90140053,24,Aarhus H - Aalborg,Ar-Ab,Aarhus H - Langå,Ar-Lg,242000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,1024,33170,Teknisk Station,Hovedbane,10.08246279,56.16026057,66643dce-8542-4093-83a3-5957242c1a17,200964.135742188,4308.60285943793
367607,242118,Aarhus Logistikparken - Hinnerup,Arl-Hn,117.2,131.2,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Aarhus H - Langå,Ar-Lg,242000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,1024,33156,Fri Bane,Hovedbane,,,9eabda25-d88b-47f9-8db6-8492a0aae0f6,494669.342285156,28531.746071557
367608,242131,Hinnerup,Hn,131.2,132.4,131.752,2,,2,565634.17416648,6235880.86868809,24,Aarhus H - Aalborg,Ar-Ab,Aarhus H - Langå,Ar-Lg,242000,24,(Aarhus H) - Langå,Ar-Lg,24,,6/17/2026 8:54:23 AM,,1024,33155,Station,Hovedbane,10.0596086,56.26322227,c0b75083-57f8-4c63-aa8b-d51ba16765ae,35027.9375,2502.01598934347
367609,232014,Børkop - Vejle,Bk-Vj,12.8,24.4,,2,,1,,,23,Fredericia - Aarhus H,Fa-Ar,Fredericia - Vejle,Fa-Vj,232000,23a,(Fredericia) - Vejle,Fa-Vj,23,,6/17/2026 8:54:23 AM,,1023,38148,Fri Bane,Hovedbane,,,496aaef5-6cdf-465b-b35a-04d9ab34ab55,469179.774414063,23547.5399600795
367610,232015,Brejning,Bet,14.777,14.928,14.838,2,,4,541482.97912663,6169201.12183306,23,Fredericia - Aarhus H,Fa-Ar,Fredericia - Vejle,Fa-Vj,232000,23a,(Fredericia) - Vejle,Fa-Vj,23,,6/17/2026 8:54:23 AM,232014,1023,2535,Trinbræt,Hovedbane,9.65947832,55.66686862,cfa8b8dc-df60-4dfe-90ea-33a104166283,5224.59301757813,418.762811144187
367611,232707,Pjedsted,Pj,6.011,8.1,,2,,5,541766.4487,6161963.8635,23,Fredericia - Aarhus H,Fa-Ar,Fredericia - Vejle,Fa-Vj,232000,23a,(Fredericia) - Vejle,Fa-Vj,23,,6/17/2026 8:54:23 AM,232004,,2544,VM-station,Hovedbane,9.66288571,55.60181844,a05611eb-610a-4563-a3dd-f0d0921eaab9,88995.4350585938,4181.81721796508
367612,233000,Vejle,Vj,24.4,26.2,25.72,2,,2,533733.94023981,6173561.93749891,23,Fredericia - Aarhus H,Fa-Ar,Vejle,Vj,233000,23a,(Fredericia) - Vejle,Fa-Vj,23,,6/17/2026 8:54:23 AM,,"1023,1033",37702,Station,Hovedbane,9.53683073,55.70665058,3d72cf31-adc0-4d3b-bc42-5a22a128870a,192393.896728516,12209.4236436054
367613,234028,Vejle - Hedensted,Vj-Hed,26.2,39.8,,2,,1,,,23,Fredericia - Aarhus H,Fa-Ar,Vejle - Skanderborg,Vj-Sd,234000,23b,(Vejle) - Aarhus H,Vj-Ar,23,,6/17/2026 8:54:23 AM,,1023,37704,Fri Bane,Hovedbane,,,4fc498d0-3ba7-4bc4-8f1c-afb299f5adec,491687.58984375,27609.9379853101
367614,234041,Hedensted,Hed,39.8,41.6,40.8,2,,2,543840.78635342,6180444.24937323,23,Fredericia - Aarhus H,Fa-Ar,Vejle - Skanderborg,Vj-Sd,234000,23b,(Vejle) - Aarhus H,Vj-Ar,23,,6/17/2026 8:54:23 AM,,1023,37707,Station,Hovedbane,9.69875974,55.76767759,5e63ef83-20de-4f2c-9a3f-1501c08d2e87,81953.6457519531,5504.37950057714
367615,254309,Sindal,Sa,309.4,310.6,310.2,7,,2,572171.71921649,6370368.36277936,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring - Frederikshavn,Hj-Fh,254000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27163,Station,Regionalbane,10.20330709,57.47020896,fd178834-303f-4ea6-a61e-f69f93bba7aa,48933.8784179688,2590.83516333234
367616,254312,Sindal - Kvissel,Sa-Kv,310.6,323.2,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring - Frederikshavn,Hj-Fh,254000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27165,Fri Bane,Regionalbane,,,72d2de14-f9fb-4d4a-ae90-c967698df9fb,493894.841552734,26092.9766233537
367617,254317,Tolne,To,317.287,317.439,317.4,7,,4,578659.96748968,6372223.96115463,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring - Frederikshavn,Hj-Fh,254000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,254312,1025,2328,Trinbræt,Regionalbane,10.31205086,57.48579478,ac6d458d-b92e-46fa-ae19-87ff543003be,5765.40283203125,381.118676707938
367618,254323,Kvissel,Kv,323.2,324.4,323.798,7,,2,584724.7530728,6370804.97328041,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring - Frederikshavn,Hj-Fh,254000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27167,Station,Regionalbane,10.41268585,57.47195974,7a560c5e-976e-49bc-81e2-ce590b8696de,41001.3674316406,2503.09419534925
367619,254326,Kvissel - Frederikshavn,Kv-Fh,324.4,332,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring - Frederikshavn,Hj-Fh,254000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27169,Fri Bane,Regionalbane,,,470181b0-5a23-4155-90eb-bd78b0a1de3e,183902.806396484,15422.6427904705
367620,255000,Frederikshavn,Fh,332,333.399,333.337,7,,2,592461.99321964,6367539.53291215,25,Aalborg - Frederikshavn,Ab-Fh,Frederikshavn,Fh,255000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,"669,1025",27171,Station,Regionalbane,10.54041048,57.44112687,bc49e682-cb08-4225-8d02-d98c0596f5e7,156109.575927734,6477.21332418595
367621,262004,Fredericia - Taulov,Fa-Tl,2.205,5.994,,2,,1,,,26,Fredericia - Padborg,Fa-Pa,Fredericia - Lunderskov,Fa-Lk,262000,26,(Fredericia) - Lunderskov,Fa-Lk,26,,6/17/2026 8:54:23 AM,,26,2266,Fri Bane,Hovedbane,,,f5e3b226-c44c-470f-bc9e-8cfd6dfa9c81,110581.519287109,7696.52400446624
367622,262009,Taulov,Tl,5.994,9.662,8.64,2,,2,538853.58260786,6155610.06447378,26,Fredericia - Padborg,Fa-Pa,Fredericia - Lunderskov,Fa-Lk,262000,26,(Fredericia) - Lunderskov,Fa-Lk,26,,6/17/2026 8:54:23 AM,,"1,26",2094,Station,Hovedbane,9.61576407,55.54497037,9373bfe9-7a01-4791-a5c6-8589c817e7ce,152263.954345703,11302.8659737028
367623,244156,Langå - Randers,Lg-Rd,154.8,167.2,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Langå - Hobro,Lg-Hb,244000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33144,Fri Bane,Hovedbane,,,6f0fe861-8dc4-4687-bb6f-cff33be5c54b,457988.656005859,25706.493720753
367624,244167,Randers,Rd,167.2,168.6,167.695,2,,2,562975.32516797,6257939.79095999,24,Aarhus H - Aalborg,Ar-Ab,Langå - Hobro,Lg-Hb,244000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33540,Station,Hovedbane,10.02197969,56.46173731,b4b4fac7-8a7b-4449-9c5b-5662d4c2996b,254958.744628906,15354.944512771
367625,244170,Randers - Fårup,Rd-Fp,168.6,181.4,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Langå - Hobro,Lg-Hb,244000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33553,Fri Bane,Hovedbane,,,7ea9a644-deeb-43d6-89f2-459d35429ade,418025.448730469,26158.2388611127
367626,244183,Fårup,Fp,181.4,183,182.418,2,,3,551972.176862,6267216.1410918,24,Aarhus H - Aalborg,Ar-Ab,Langå - Hobro,Lg-Hb,244000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33555,Teknisk Station,Hovedbane,9.84529402,56.5464102,e09e3878-62ec-4c31-b9d4-8599bef4e7c0,76369.9436035156,4101.61747124478
367627,244184,Fårup - Hobro,Fp-Hb,183,198,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Langå - Hobro,Lg-Hb,244000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33558,Fri Bane,Hovedbane,,,1059b875-8386-4b71-8299-d0b2b0fc0482,562714.749755859,30662.9804058754
367628,245000,Hobro,Hb,198,199.4,198.965,2,,2,547994.28660217,6277959.97385897,24,Aarhus H - Aalborg,Ar-Ab,Hobro,Hb,245000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33560,Station,Hovedbane,9.78259568,56.64334767,a6f0ab21-2502-42d7-9c8a-762dcdd3b29b,122399.257080078,3085.95663359832
367629,246200,Hobro - Skørping,Hb-Sø,199.4,221.4,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Hobro - Aalborg,Hb-Ab,246000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33201,Fri Bane,Hovedbane,,,e8762a96-7c69-4b85-abcf-81618724d1c1,812010.509033203,45286.0952290178
367630,246215,Arden,Ad,214.363,214.552,214.487,2,,4,552555.84407119,6292000.82052166,24,Aarhus H - Aalborg,Ar-Ab,Hobro - Aalborg,Hb-Ab,246000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,246200,1024,2376,Trinbræt,Hovedbane,9.85983924,56.76898553,eacca129-29a9-471a-85e0-a7705db7528b,7462.07495117188,477.806049346971
367631,246221,Skørping,Sø,221.4,223.2,222.05,2,,2,554138.81767836,6299454.51275002,24,Aarhus H - Aalborg,Ar-Ab,Hobro - Aalborg,Hb-Ab,246000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,33202,Station,Hovedbane,9.8873142,56.8357586,94e18284-8892-4386-8459-654becd5e5fb,70954.3063964844,3709.89386255197
367632,246224,Skørping - Aalborg,Sø-Ab,223.2,246.2,,2,,1,,,24,Aarhus H - Aalborg,Ar-Ab,Hobro - Aalborg,Hb-Ab,246000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,1024,34673,Fri Bane,Hovedbane,,,f97a49fd-7fc4-45cc-aca0-6984d5579b94,2082147.63061523,47592.7610018567
367633,246229,Støvring,Sr,229.473,229.565,229.519,2,,4,551411.81296686,6305730.5105792,24,Aarhus H - Aalborg,Ar-Ab,Hobro - Aalborg,Hb-Ab,246000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,246224,1024,2337,Trinbræt,Hovedbane,9.84389386,56.89244367,cd3cda47-dbae-485b-adae-dc5eea9991af,6915.47900390625,344.073652861296
367634,246239,Svenstrup Jylland,Sn,239.187,239.277,239.231,2,,4,552053.44580817,6314644.10111115,24,Aarhus H - Aalborg,Ar-Ab,Hobro - Aalborg,Hb-Ab,246000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,246224,1024,2390,Trinbræt,Hovedbane,9.85625685,56.97243919,7482b800-cf6a-4b73-8c7e-1431847e3993,6301.39453125,321.808557192154
367635,246245,Skalborg,Og,244.091,244.184,244.144,2,,4,554588.94875504,6318678.71940857,24,Aarhus H - Aalborg,Ar-Ab,Hobro - Aalborg,Hb-Ab,246000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,246224,1024,2391,Trinbræt,Hovedbane,9.89883213,57.0083874,dea8f4a1-d967-4ba6-bd95-79c32cebbfe2,4757.18041992188,294.502665038557
367636,247000,Aalborg,Ab,246.2,250,248.36,2,,2,555635.62237171,6322536.39084371,24,Aarhus H - Aalborg,Ar-Ab,Aalborg,Ab,247000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,"1024,1025",34674,Station,Hovedbane,9.91691631,57.04291327,7364d947-d1bd-4f32-adaa-4dfa098c9292,334651.024169922,10988.5478776835
367637,247249,Aalborg Vestby,Abv,249.535,249.7,249.619,2,,4,555108.18612734,6323664.93980521,24,Aarhus H - Aalborg,Ar-Ab,Aalborg,Ab,247000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,247000,"1024,1025",2312,Trinbræt,Hovedbane,9.90847247,57.05311354,04e4a267-b647-4a0e-bbf6-fa60fa7fefeb,6269.95263671875,398.97745425979
367638,247901,Aalborg Havn,Abh,0,0,0,2,,3,557523.8834606,6323351.50219516,24,Aarhus H - Aalborg,Ar-Ab,Aalborg,Ab,247000,71,(Langå) - Aalborg,Lg-Ab,24,,6/17/2026 8:54:23 AM,,,2010,Teknisk Station,Hovedbane,9.94821803,57.05000312,8702605a-7e16-4a65-990c-3d97e5b65f8e,139286.923828125,17308.9954685322
367639,252250,Aalborg - Lindholm,Ab-Lih,250,250.8,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,33618,Fri Bane,Regionalbane,,,2529db44-357a-44be-ba09-12b2e8d0fd3a,17094.6806640625,1766.87292730901
367640,252251,Lindholm,Lih,250.8,253.4,251.35,7,,2,555093.08435293,6324961.84463488,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,"1025,1052",33523,Station,Regionalbane,9.90850804,57.0647645,0bbdb408-caac-4bae-aa32-f0200caa5874,88901.166015625,6647.48516493292
367641,252254,Lindholm - Sulsted,Lih-Su,253.4,263,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27137,Fri Bane,Regionalbane,,,24524e8f-420d-4421-b3fe-dff0691fa73a,258008.143554688,19589.3832682347
367642,252263,Sulsted,Su,263,264.4,263.4,7,,3,557222.4653742,6336435.30200552,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27138,Teknisk Station,Regionalbane,9.94624094,57.16756075,4024d78c-06ff-4169-8beb-b7df907ca233,47079.9279785156,2883.84350445025
367643,252266,Sulsted - Brønderslev,Su-Bl,264.4,274.4,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27142,Fri Bane,Regionalbane,,,47ca3afa-7ecc-4990-8917-adc4e6200f47,333554.619873047,21056.5617757538
367644,252275,Brønderslev,Bl,274.4,276,274.88,7,,2,556841.33309316,6347857.96373741,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27144,Station,Regionalbane,9.94255174,57.27020599,05a04387-4805-4b68-9b9b-4ce4310ff273,77868.4274902344,3332.81010894971
367645,252278,Brønderslev - Vrå,Bl-Vr,276,284.2,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27153,Fri Bane,Regionalbane,,,448348c7-457c-4fa0-9159-2a157865ec04,270141.441162109,16812.3507360111
367646,252285,Vrå,Vr,284.2,285.8,284.665,7,,2,556687.34732337,6357258.36289652,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27155,Station,Regionalbane,9.94215586,57.35465785,c3602621-cfc2-4ebf-a2eb-93641766e3f9,58133.1767578125,3395.69561186954
367647,252286,Vrå - Hjørring,Vr-Hj,285.8,295.4,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Aalborg - Hjørring ,Ab-Hj,252000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,33697,Fri Bane,Regionalbane,,,bcfce60d-d057-4b88-9c2f-38f9c8617a41,320434.002197266,19830.8978782119
367648,253000,Hjørring,Hj,295.4,297.4,296.625,7,,2,559163.85947452,6368621.78632764,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring,Hj,253000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,"668,1025",33698,Station,Regionalbane,9.98604742,57.45640458,1ad83549-aec5-4f38-9fe1-3a2b6c729dbf,88528.7275390625,4145.07467372257
367649,254298,Hjørring - Sindal,Hj-Sa,297.4,309.4,,7,,1,,,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring - Frederikshavn,Hj-Fh,254000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,,1025,27161,Fri Bane,Regionalbane,,,93eef042-ce5b-4f02-a070-35cc6bbafe2f,518862.232910156,27009.6874237311
367650,254299,Hjørring Øst,Hjø,297.776,297.896,297.836,7,,4,560360.559314,6368463.720863,25,Aalborg - Frederikshavn,Ab-Fh,Hjørring - Frederikshavn,Hj-Fh,254000,25,(Aalborg) - Frederikshavn,Ab-Fh,25,,6/17/2026 8:54:23 AM,254298,1025,20593,Trinbræt,Regionalbane,10.00594962,57.4548274,2edfba93-5db3-499a-8023-83090088632b,5090.43969726563,342.538002909369
367651,264039,Vamdrup,Vm,37.843,39.98,38.822,2,,2,518137.66468294,6142465.32024324,26,Fredericia - Padborg,Fa-Pa,Lunderskov - Vojens,Lk-Oj,264000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,4485,Station,Hovedbane,9.28660015,55.42806695,55713f93-c739-4ecb-b758-0d908b4270ae,151773.34765625,11698.30126681
367652,264040,Vamdrup - Farris,Vm-Fz,39.98,42.612,,2,,1,,,26,Fredericia - Padborg,Fa-Pa,Lunderskov - Vojens,Lk-Oj,264000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,7057,Fri Bane,Hovedbane,,,7db54a79-e364-4588-b320-6c760d726c0d,76225.0959472656,5380.90071756905
367653,264043,Farris,Fz,42.612,44.372,43.76,2,,3,517118.42383965,6137723.53669874,26,Fredericia - Padborg,Fa-Pa,Lunderskov - Vojens,Lk-Oj,264000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,6737,Teknisk Station,Hovedbane,9.27020407,55.38549528,11512cc0-4da4-4fdf-92bd-d24bf8c09c0f,59070.2365722656,3606.3973442493
367654,264046,Farris - Sommersted,Fz-Sst,44.372,50.563,,2,,1,,,26,Fredericia - Padborg,Fa-Pa,Lunderskov - Vojens,Lk-Oj,264000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,6738,Fri Bane,Hovedbane,,,7c84c69d-254c-42f9-928a-03e91ad19a12,203190.366699219,12711.8157198915
367655,264051,Sommersted,Sst,50.563,52.315,51.822,2,,3,518226.92314762,6129759.32498951,26,Fredericia - Padborg,Fa-Pa,Lunderskov - Vojens,Lk-Oj,264000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,2014,Teknisk Station,Hovedbane,9.28718249,55.31389064,a63289a8-c2b5-49d9-89be-ec5e780f8996,71120.3435058594,3650.66044960499
367656,264054,Sommersted - Vojens,Sst-Oj,52.315,57.52,,2,,1,,,26,Fredericia - Padborg,Fa-Pa,Lunderskov - Vojens,Lk-Oj,264000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,4176,Fri Bane,Hovedbane,,,f97a2985-4603-4e36-a7fe-d5b0b1f7237e,154435.056152344,10747.7275879582
367657,265000,Vojens,Oj,57.52,60.024,59.217,2,,2,519396.53096773,6122475.76808766,26,Fredericia - Padborg,Fa-Pa,Vojens,Oj,265000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,2012,Station,Hovedbane,9.30510818,55.24839679,a41794c4-0d94-4a10-9f09-22394438b606,208412.748291016,18279.7395122697
367658,266062,Vojens - Rødekro,Oj-Rq,60.024,78.217,,2,,1,,,26,Fredericia - Padborg,Fa-Pa,Vojens - TIinglev,Oj-Te,266000,98,(Lunderskov) - Tinglev,Lk-Te,26,,6/17/2026 8:54:23 AM,,26,2251,Fri Bane,Hovedbane,,,476be8c5-8a44-40bb-808e-ac328672a051,653096.829101563,37097.6569254083
367659,282018,Gråsten - Tinglev,Gst-Te,16.972,40.355,,7,,1,,,28,Sønderborg - Tinglev,Sdb-Te,Sønderborg - Tinglev,Sdb-Te,282000,28,Sønderborg - (Tinglev),Sdb-Te,28,,6/17/2026 8:54:23 AM,,28,2195,Fri Bane,Regionalbane,,,664c8493-2570-4104-9437-877bdf9dfdae,502318.739501953,47677.4349840558
367660,282031,Kliplev,Kw,31.249,31.38,31.3,7,,4,525548.86888483,6087637.34812728,28,Sønderborg - Tinglev,Sdb-Te,Sønderborg - Tinglev,Sdb-Te,282000,28,Sønderborg - (Tinglev),Sdb-Te,28,,6/17/2026 8:54:23 AM,282018,28,2336,Trinbræt,Regionalbane,9.39875474,54.9350562,75330810-d224-4f55-8044-5a893f0f518c,3816.91162109375,349.314084162399
367661,292002,Lunderskov - Vejen,Lk-Vn,0.727,10.8,,2,,1,,,29,Lunderskov - Esbjerg,Lk-Es,Lunderskov - Bramming,Lk-Bm,292000,29,(Lunderskov) - Bramming,Lk-Bm,29,,6/17/2026 8:54:23 AM,,"29,1029",35672,Fri Bane,Hovedbane,,,f58d6774-9ce9-4feb-9fed-ec5ed7fde4d7,315939.049072266,20526.6601041586
367662,292011,Vejen,Vn,10.8,12.4,11.555,2,,2,508603.32461819,6147747.59516438,29,Lunderskov - Esbjerg,Lk-Es,Lunderskov - Bramming,Lk-Bm,292000,29,(Lunderskov) - Bramming,Lk-Bm,29,,6/17/2026 8:54:23 AM,,1029,35673,Station,Hovedbane,9.13610846,55.47579215,caffcf33-815a-4fe7-8c0f-6d91931b8335,72734.19921875,3317.13706276688
